movieId,title,genres,year
197,"Stars Fell on Henrietta, The (1995)",Drama,1995
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1964
200,"Tie That Binds, The (1995)",Thriller,1995
201,Three Wishes (1995),Drama|Fantasy,1995
202,Total Eclipse (1995),Drama|Romance,1995
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995
204,Under Siege 2: Dark Territory (1995),Action,1995
205,Unstrung Heroes (1995),Comedy|Drama,1995
206,Unzipped (1995),Documentary,1995
207,"Walk in the Clouds, A (1995)",Drama|Romance,1995
208,Waterworld (1995),Action|Adventure|Sci-Fi,1995
209,White Man's Burden (1995),Drama,1995
210,Wild Bill (1995),Western,1995
211,"Browning Version, The (1994)",Drama,1994
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1995
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1994
214,Before the Rain (Pred dozhdot) (1994),Drama|War,1994
215,Before Sunrise (1995),Drama|Romance,1995
216,Billy Madison (1995),Comedy,1995
217,"Babysitter, The (1995)",Drama|Thriller,1995
218,Boys on the Side (1995),Comedy|Drama,1995
219,"Cure, The (1995)",Drama,1995
220,Castle Freak (1995),Horror,1995
222,Circle of Friends (1995),Drama|Romance,1995
223,Clerks (1994),Comedy,1994
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995
225,Disclosure (1994),Drama|Thriller,1994
227,Drop Zone (1994),Action|Thriller,1994
228,Destiny Turns on the Radio (1995),Comedy,1995
229,Death and the Maiden (1994),Drama|Thriller,1994
230,Dolores Claiborne (1995),Drama|Thriller,1995
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1994
233,Exotica (1994),Drama,1994
234,Exit to Eden (1994),Comedy,1994
235,Ed Wood (1994),Comedy|Drama,1994
236,French Kiss (1995),Action|Comedy|Romance,1995
237,Forget Paris (1995),Comedy|Romance,1995
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1995
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1995
240,Hideaway (1995),Thriller,1995
241,Fluke (1995),Children|Drama,1995
242,Farinelli: il castrato (1994),Drama|Musical,1994
243,Gordy (1995),Children|Comedy|Fantasy,1995
244,Gumby: The Movie (1995),Animation|Children,1995
245,The Glass Shield (1994),Crime|Drama,1994
246,Hoop Dreams (1994),Documentary,1994
247,Heavenly Creatures (1994),Crime|Drama,1994
248,Houseguest (1994),Comedy,1994
249,Immortal Beloved (1994),Drama|Romance,1994
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,1995
251,"Hunted, The (1995)",Action,1995
252,I.Q. (1994),Comedy|Romance,1994
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994
254,Jefferson in Paris (1995),Drama,1995
255,"Jerky Boys, The (1995)",Comedy,1995
256,Junior (1994),Comedy|Sci-Fi,1994
257,Just Cause (1995),Mystery|Thriller,1995
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1995
259,Kiss of Death (1995),Crime|Drama|Thriller,1995
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977
261,Little Women (1994),Drama,1994
262,"Little Princess, A (1995)",Children|Drama,1995
263,Ladybird Ladybird (1994),Drama,1994
264,"Enfer, L' (1994)",Drama,1994
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992
266,Legends of the Fall (1994),Drama|Romance|War|Western,1994
267,Major Payne (1995),Comedy,1995
268,Little Odessa (1994),Crime|Drama,1994
269,My Crazy Life (Mi vida loca) (1993),Drama,1993
270,Love Affair (1994),Drama|Romance,1994
271,Losing Isaiah (1995),Drama,1995
272,"Madness of King George, The (1994)",Comedy|Drama,1994
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994
274,Man of the House (1995),Comedy,1995
275,Mixed Nuts (1994),Comedy,1994
276,Milk Money (1994),Comedy|Romance,1994
277,Miracle on 34th Street (1994),Drama,1994
278,Miami Rhapsody (1995),Comedy,1995
279,My Family (1995),Drama,1995
280,Murder in the First (1995),Drama|Thriller,1995
281,Nobody's Fool (1994),Comedy|Drama|Romance,1994
282,Nell (1994),Drama,1994
283,New Jersey Drive (1995),Crime|Drama,1995
285,Beyond Bedlam (1993),Drama|Horror,1993
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,1995
287,Nina Takes a Lover (1994),Comedy|Romance,1994
288,Natural Born Killers (1994),Action|Crime|Thriller,1994
289,Only You (1994),Comedy|Romance,1994
290,Once Were Warriors (1994),Crime|Drama,1994
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,1994
294,"Perez Family, The (1995)",Comedy|Romance,1995
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,1995
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994
297,Panther (1995),Drama,1995
298,Pushing Hands (Tui shou) (1992),Drama,1992
299,Priest (1994),Drama,1994
300,Quiz Show (1994),Drama,1994
301,Picture Bride (Bijo photo) (1994),Drama|Romance,1994
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1994
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,1995
304,Roommates (1995),Comedy|Drama,1995
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,1994
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1994
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1993
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,1994
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,1994
310,Rent-a-Kid (1995),Comedy,1995
311,Relative Fear (1994),Horror|Thriller,1994
312,Stuart Saves His Family (1995),Comedy,1995
313,"Swan Princess, The (1994)",Animation|Children,1994
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,1994
315,"Specialist, The (1994)",Action|Drama|Thriller,1994
316,Stargate (1994),Action|Adventure|Sci-Fi,1994
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,1994
318,"Shawshank Redemption, The (1994)",Crime|Drama,1994
319,Shallow Grave (1994),Comedy|Drama|Thriller,1994
320,Suture (1993),Film-Noir|Thriller,1993
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,1993
322,Swimming with Sharks (1995),Comedy|Drama,1995
324,"Sum of Us, The (1994)",Comedy|Drama,1994
325,National Lampoon's Senior Trip (1995),Comedy,1995
326,To Live (Huozhe) (1994),Drama,1994
327,Tank Girl (1995),Action|Comedy|Sci-Fi,1995
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1995
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1994
330,Tales from the Hood (1995),Action|Crime|Horror,1995
331,Tom & Viv (1994),Drama,1994
332,Village of the Damned (1995),Horror|Sci-Fi,1995
333,Tommy Boy (1995),Comedy,1995
334,Vanya on 42nd Street (1994),Drama,1994
335,Underneath (1995),Mystery|Thriller,1995
336,"Walking Dead, The (1995)",Drama|War,1995
337,What's Eating Gilbert Grape (1993),Drama,1993
338,Virtuosity (1995),Action|Sci-Fi|Thriller,1995
339,While You Were Sleeping (1995),Comedy|Romance,1995
340,"War, The (1994)",Adventure|Drama|War,1994
341,Double Happiness (1994),Drama,1994
342,Muriel's Wedding (1994),Comedy,1994
343,"Baby-Sitters Club, The (1995)",Children,1995
344,Ace Ventura: Pet Detective (1994),Comedy,1994
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,1994
346,Backbeat (1993),Drama|Musical,1993
347,Bitter Moon (1992),Drama|Film-Noir|Romance,1992
348,Bullets Over Broadway (1994),Comedy,1994
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,1994
350,"Client, The (1994)",Drama|Mystery|Thriller,1994
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,1994
352,Crooklyn (1994),Comedy|Drama,1994
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,1994
354,Cobb (1994),Drama,1994
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,1994
356,Forrest Gump (1994),Comedy|Drama|Romance|War,1994
357,Four Weddings and a Funeral (1994),Comedy|Romance,1994
358,Higher Learning (1995),Drama,1995
359,I Like It Like That (1994),Comedy|Drama|Romance,1994
360,I Love Trouble (1994),Action|Comedy,1994
361,It Could Happen to You (1994),Comedy|Drama|Romance,1994
362,"Jungle Book, The (1994)",Adventure|Children|Romance,1994
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,1993
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,1994
365,Little Buddha (1993),Drama,1993
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,1994
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,1994
368,Maverick (1994),Adventure|Comedy|Western,1994
369,Mrs. Parker and the Vicious Circle (1994),Drama,1994
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,1994
371,"Paper, The (1994)",Comedy|Drama,1994
372,Reality Bites (1994),Comedy|Drama|Romance,1994
373,Red Rock West (1992),Thriller,1992
374,Richie Rich (1994),Children|Comedy,1994
375,Safe Passage (1994),Drama,1994
376,"River Wild, The (1994)",Action|Thriller,1994
377,Speed (1994),Action|Romance|Thriller,1994
378,Speechless (1994),Comedy|Romance,1994
379,Timecop (1994),Action|Sci-Fi|Thriller,1994
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,1994
381,When a Man Loves a Woman (1994),Drama|Romance,1994
382,Wolf (1994),Drama|Horror|Romance|Thriller,1994
383,Wyatt Earp (1994),Western,1994
384,Bad Company (1995),Action|Crime|Drama,1995
385,"Man of No Importance, A (1994)",Drama,1994
386,S.F.W. (1994),Drama,1994
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,1994
388,Boys Life (1995),Drama,1995
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,1994
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,1965
391,Jason's Lyric (1994),Crime|Drama,1994
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,1993
393,Street Fighter (1994),Action|Adventure|Fantasy,1994
394,Coldblooded (1995),Comedy,1995
397,"Fear, The (1995)",Horror,1995
398,Frank and Ollie (1995),Documentary,1995
402,Open Season (1996),Comedy,1996
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,1994
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,1994
406,Federal Hill (1994),Drama,1994
407,In the Mouth of Madness (1995),Horror|Thriller,1995
408,8 Seconds (1994),Drama,1994
409,Above the Rim (1994),Crime|Drama,1994
410,Addams Family Values (1993),Children|Comedy|Fantasy,1993
411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,1994
412,"Age of Innocence, The (1993)",Drama,1993
413,Airheads (1994),Comedy,1994
414,"Air Up There, The (1994)",Comedy,1994
415,Another Stakeout (1993),Comedy|Thriller,1993
416,Bad Girls (1994),Western,1994
417,Barcelona (1994),Comedy|Romance,1994
418,Being Human (1993),Drama,1993
419,"Beverly Hillbillies, The (1993)",Comedy,1993
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,1994
421,Black Beauty (1994),Adventure|Children|Drama,1994
422,Blink (1994),Thriller,1994
423,Blown Away (1994),Action|Thriller,1994
424,Blue Chips (1994),Drama,1994
425,Blue Sky (1994),Drama|Romance,1994
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,1993
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,1993
428,"Bronx Tale, A (1993)",Drama,1993
429,Cabin Boy (1994),Comedy,1994
430,Calendar Girl (1993),Comedy|Drama,1993
431,Carlito's Way (1993),Crime|Drama,1993
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,1994
433,Clean Slate (1994),Comedy,1994
434,Cliffhanger (1993),Action|Adventure|Thriller,1993
435,Coneheads (1993),Comedy|Sci-Fi,1993
436,Color of Night (1994),Drama|Thriller,1994
437,Cops and Robbersons (1994),Comedy,1994
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,1994
439,Dangerous Game (1993),Drama,1993
440,Dave (1993),Comedy|Romance,1993
441,Dazed and Confused (1993),Comedy,1993
442,Demolition Man (1993),Action|Adventure|Sci-Fi,1993
443,"Endless Summer 2, The (1994)",Adventure|Documentary,1994
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,1993
445,Fatal Instinct (1993),Comedy,1993
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,1993
447,"Favor, The (1994)",Comedy|Romance,1994
448,Fearless (1993),Drama,1993
449,Fear of a Black Hat (1994),Comedy,1994
450,With Honors (1994),Comedy|Drama,1994
451,Flesh and Bone (1993),Drama|Mystery|Romance,1993
452,Widows' Peak (1994),Drama,1994
453,For Love or Money (1993),Comedy|Romance,1993
454,"Firm, The (1993)",Drama|Thriller,1993
455,Free Willy (1993),Adventure|Children|Drama,1993
456,Fresh (1994),Crime|Drama|Thriller,1994
457,"Fugitive, The (1993)",Thriller,1993
458,Geronimo: An American Legend (1993),Drama|Western,1993
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,1994
460,Getting Even with Dad (1994),Comedy,1994
461,Go Fish (1994),Drama|Romance,1994
462,"Good Man in Africa, A (1994)",Action|Adventure,1994
463,Guilty as Sin (1993),Crime|Drama|Thriller,1993
464,Hard Target (1993),Action|Adventure|Crime|Thriller,1993
465,Heaven & Earth (1993),Action|Drama|War,1993
466,Hot Shots! Part Deux (1993),Action|Comedy|War,1993
467,Live Nude Girls (1995),Comedy,1995
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,1995
469,"House of the Spirits, The (1993)",Drama|Romance,1993
470,House Party 3 (1994),Comedy,1994
471,"Hudsucker Proxy, The (1994)",Comedy,1994
472,I'll Do Anything (1994),Comedy|Drama,1994
473,In the Army Now (1994),Comedy|War,1994
474,In the Line of Fire (1993),Action|Thriller,1993
475,In the Name of the Father (1993),Drama,1993
476,"Inkwell, The (1994)",Comedy|Drama,1994
477,What's Love Got to Do with It? (1993),Drama|Musical,1993
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,1994
479,Judgment Night (1993),Action|Crime|Thriller,1993
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,1993
481,Kalifornia (1993),Drama|Thriller,1993
482,Killing Zoe (1994),Crime|Drama|Thriller,1994
483,King of the Hill (1993),Drama,1993
484,Lassie (1994),Adventure|Children,1994
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,1993
486,Life with Mikey (1993),Comedy,1993
487,Lightning Jack (1994),Comedy|Western,1994
488,M. Butterfly (1993),Drama|Romance,1993
489,Made in America (1993),Comedy,1993
490,Malice (1993),Thriller,1993
491,"Man Without a Face, The (1993)",Drama,1993
492,Manhattan Murder Mystery (1993),Comedy|Mystery,1993
493,Menace II Society (1993),Action|Crime|Drama,1993
494,Executive Decision (1996),Action|Adventure|Thriller,1996
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,1976
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,1994
497,Much Ado About Nothing (1993),Comedy|Romance,1993
498,Mr. Jones (1993),Drama|Romance,1993
499,Mr. Wonderful (1993),Comedy|Romance,1993
500,Mrs. Doubtfire (1993),Comedy|Drama,1993
501,Naked (1993),Drama,1993
502,"Next Karate Kid, The (1994)",Action|Children|Romance,1994
503,"New Age, The (1994)",Drama,1994
504,No Escape (1994),Action|Drama|Sci-Fi,1994
505,North (1994),Comedy,1994
506,Orlando (1992),Drama|Fantasy|Romance,1992
507,"Perfect World, A (1993)",Crime|Drama|Thriller,1993
508,Philadelphia (1993),Drama,1993
509,"Piano, The (1993)",Drama|Romance,1993
510,Poetic Justice (1993),Drama,1993
511,"Program, The (1993)",Action|Drama,1993
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,1994
513,Radioland Murders (1994),Comedy|Mystery|Romance,1994
514,"Ref, The (1994)",Comedy,1994
515,"Remains of the Day, The (1993)",Drama|Romance,1993
516,Renaissance Man (1994),Comedy|Drama,1994
517,Rising Sun (1993),Action|Drama|Mystery,1993
518,"Road to Wellville, The (1994)",Comedy,1994
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,1993
520,Robin Hood: Men in Tights (1993),Comedy,1993
521,Romeo Is Bleeding (1993),Crime|Thriller,1993
522,Romper Stomper (1992),Action|Drama,1992
523,Ruby in Paradise (1993),Drama,1993
524,Rudy (1993),Drama,1993
525,"Saint of Fort Washington, The (1993)",Drama,1993
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,1992
527,Schindler's List (1993),Drama|War,1993
528,"Scout, The (1994)",Comedy|Drama,1994
529,Searching for Bobby Fischer (1993),Drama,1993
531,"Secret Garden, The (1993)",Children|Drama,1993
532,Serial Mom (1994),Comedy|Crime|Horror,1994
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,1994
534,Shadowlands (1993),Drama|Romance,1993
535,Short Cuts (1993),Drama,1993
536,"Simple Twist of Fate, A (1994)",Drama,1994
537,Sirens (1994),Drama,1994
538,Six Degrees of Separation (1993),Drama,1993
