movieId,avg_rating,rating_count
148,2.909,335
149,3.6867,1007
150,3.8736,48377
151,3.5314,11595
152,3.087,638
153,2.8717,31101
154,3.7868,2889
155,3.4084,1168
156,3.5089,1521
157,2.7942,2432
158,2.9215,12589
159,3.4178,2209
160,2.6022,13853
161,3.7399,22340
162,4.0081,5633
163,3.4393,14216
164,3.4523,4011
165,3.5066,33731
166,2.8441,683
167,3.0764,72
168,3.0819,11309
169,2.2695,3172
170,3.2157,7721
171,3.5998,1297
172,2.7516,12156
173,2.5554,14758
174,2.4493,1932
175,3.5078,4744
176,3.8491,2203
177,2.8893,2149
178,3.3929,453
179,2.7306,1119
180,3.5758,8366
181,1.9535,2539
182,3.0755,636
183,3.3623,581
184,3.0671,313
185,3.1029,23018
186,2.8772,10419
187,3.4314,875
188,3.3335,2390
189,2.9918,304
190,3.5782,953
191,2.6846,1555
192,3.038,79
193,2.2478,7142
194,3.8443,5459
195,3.0779,2938
196,2.836,12993
197,3.0556,99
198,3.418,8646
199,3.7701,1507
200,2.8222,315
201,3.0015,343
202,3.0543,414
203,3.1462,5060
204,2.9266,7882
205,3.5,1213
206,3.4487,936
207,3.3733,5018
208,2.8652,27377
209,2.8106,681
210,2.887,447
211,3.5846,526
212,2.5657,426
213,4.0165,1753
214,4.027,890
215,3.9148,6582
216,3.2408,9048
217,2.7282,940
218,3.2858,3864
219,3.6061,589
220,2.4483,290
222,3.5285,5374
223,3.8472,24050
224,3.445,7809
225,3.284,11592
227,3.0618,4189
228,2.6915,436
229,3.5625,2256
230,3.5882,6729
231,2.965,31843
232,4.0279,5620
233,3.5331,3204
234,2.6704,2952
235,3.6644,15582
236,3.315,11357
237,3.2214,5770
238,3.1658,766
239,3.0852,3368
240,2.9108,779
241,3.0261,536
242,3.3855,1000
243,2.5377,424
244,2.3755,277
245,2.9686,239
246,4.0282,9739
247,3.8224,7144
248,3.008,2866
249,3.6753,4542
250,3.0752,918
251,3.0572,341
252,3.2158,9280
253,3.5089,27577
254,2.9111,574
255,2.2779,975
256,2.7018,9442
257,3.4075,3542
258,2.6281,1596
259,3.0602,1845
260,4.1202,68717
261,3.6276,9656
262,3.7653,4008
263,3.7459,368
264,3.3742,163
265,3.9217,10781
266,3.5003,15759
267,2.8867,3757
268,3.3062,681
269,3.4518,550
270,3.17,1185
271,3.3344,1138
272,3.7401,7136
273,3.1321,6796
274,2.8388,1135
275,2.7166,1445
276,2.9789,4968
277,3.4049,8574
278,3.0212,1038
279,3.6974,846
280,3.7172,4680
281,3.6614,3588
282,3.4094,10402
283,3.0473,222
285,2.2688,80
286,2.0663,98
287,3.2525,305
288,3.2578,23259
289,3.3515,2963
290,3.9737,3749
292,3.4105,24760
293,4.0886,33680
294,3.1602,777
295,2.7702,420
296,4.1889,79672
297,3.1546,249
298,3.5242,227
299,3.716,2389
300,3.6638,18997
301,3.5239,418
302,3.7268,1453
303,3.0432,6532
304,3.171,652
305,2.7103,3105
306,4.073,7058
307,3.9814,6616
308,3.9025,5085
309,3.6223,417
310,2.8095,231
311,2.6513,76
312,2.6212,1200
313,3.0378,1282
314,3.8499,3775
315,2.8919,10295
316,3.3711,30910
317,3.1281,15733
318,4.4136,81482
319,3.7754,6727
320,3.2408,299
321,3.7686,834
322,3.6682,2800
324,3.6729,431
325,2.6462,951
326,4.0797,1293
327,2.8165,6691
328,3.1463,2311
329,3.3227,24615
330,2.7894,1415
331,3.2646,495
332,2.7733,2038
333,3.3565,10852
334,3.8167,1495
335,3.2617,384
336,2.8352,267
337,3.7512,17234
338,2.9855,4341
339,3.4994,22111
340,3.3774,1330
341,3.5639,352
342,3.5076,10735
343,2.6692,854
344,2.9898,37453
345,3.6421,9531
346,3.41,1033
347,3.447,1548
348,3.6954,7399
349,3.6552,27766
350,3.4667,14696
351,3.3049,3322
352,3.2809,1228
353,3.518,16219
354,3.1357,1146
355,2.4128,9580
356,4.048,81491
357,3.6408,26709
358,3.2518,2075
359,3.2969,256
360,2.7209,1915
361,3.3268,4809
362,3.3779,6993
363,3.9932,590
364,3.8171,42745
365,3.1569,1708
366,2.978,2660
367,3.183,34621
368,3.4128,16475
369,3.2886,1010
370,2.9789,13958
371,3.2587,3915
372,3.25,7415
373,3.7691,3265
374,2.4219,4953
375,3.2804,230
376,3.2755,10374
377,3.4812,41302
378,3.1332,2125
379,2.7243,5362
380,3.4923,41673
381,3.3906,4476
382,3.0407,5077
383,3.1999,4717
384,2.951,694
385,3.556,116
386,2.8213,333
387,2.6528,648
388,3.5393,509
389,3.4759,187
390,3.4073,841
391,3.1877,397
392,3.3498,253
393,1.9003,2222
394,3.3144,132
397,2.1193,88
398,3.4519,52
402,2.8365,52
404,3.2786,70
405,2.441,3357
406,3.0758,66
407,3.2434,1993
408,3.2381,611
409,3.0417,420
410,3.0116,17836
411,2.781,105
412,3.5596,4231
413,2.8109,5737
414,2.6098,829
415,2.8084,2938
416,2.6983,1634
417,3.5206,3007
418,2.7009,637
419,2.4867,4219
420,2.7501,13942
421,3.2872,1631
422,3.2335,1300
423,2.9991,2184
424,2.7203,706
425,3.4652,791
426,3.1091,3021
427,2.5481,3078
428,3.8231,4785
429,2.3817,1403
430,2.3418,237
431,3.7198,8879
432,2.7297,11729
433,2.9222,1150
434,3.0493,23089
435,2.5815,13194
436,2.6253,1185
437,2.5922,1675
438,2.7122,985
439,2.5088,57
440,3.6009,17918
441,3.6898,8204
442,3.0713,18088
443,3.3431,548
444,2.4149,1193
445,2.885,1743
446,3.8894,3472
447,2.5167,209
448,3.5558,2743
449,3.4431,642
450,3.3467,2750
451,3.0448,581
452,3.5518,1082
453,3.1116,874
454,3.4994,24161
455,2.6178,8275
456,3.8083,892
457,3.9722,49638
458,3.1334,956
459,2.7577,1036
460,2.4275,834
461,3.3442,815
462,2.5894,179
463,2.813,369
464,2.9176,3021
465,3.2566,680
466,2.9398,12947
467,3.3712,664
468,3.3125,6711
469,3.2576,1213
470,2.1523,440
471,3.658,10631
472,2.8884,663
473,2.2988,1292
474,3.7212,17996
475,3.9152,8580
476,3.0259,212
477,3.5465,4128
478,2.4229,253
479,2.9239,1136
480,3.6792,64144
481,3.3378,4993
482,3.424,2508
483,3.7872,538
484,2.8035,692
485,2.7995,13156
486,2.6664,559
487,2.5665,564
488,3.3743,525
489,2.7613,2765
490,3.36,2935
491,3.4053,4991
492,3.6532,3038
493,3.6257,3450
494,3.3531,11284
495,3.4117,685
496,3.2768,383
497,3.8821,13084
498,2.7831,362
499,2.7791,378
500,3.3863,34194
501,3.8424,1923
502,2.2765,3454
503,3.0954,131
504,2.9838,1080
505,2.5029,1224
506,3.4953,1272
507,3.528,3109
508,3.8021,19902
509,3.6811,15998
510,2.7786,822
511,3.1443,1535
512,2.9324,1176
513,2.9376,521
514,3.4614,4285
515,3.8977,9940
516,3.0882,3147
517,3.131,3298
518,2.6764,1145
519,2.1959,4697
520,3.0675,14245
521,3.3105,1987
522,3.5399,1228
523,3.6429,833
524,3.5335,7233
525,3.4183,153
526,3.2107,121
527,4.2476,60411
528,2.7789,839
529,3.8492,10037
531,3.5358,7010
532,3.061,5555
533,2.9328,3638
534,3.8905,4460
535,3.778,5170
536,3.2861,671
537,3.1485,3085
538,3.7011,4684
539,3.5095,28137
540,2.719,4550
541,4.1158,36702
542,2.8498,3309
543,3.2368,11396
544,2.9291,2058
546,2.0615,5371
547,2.8167,761
548,2.9002,2605
549,3.8903,1326
550,3.0872,3063
551,3.7383,21940
552,3.2133,12096
553,3.7033,14333
554,3.094,463
555,3.8109,15314
556,3.9757,1152
558,2.8234,1495
561,3.397,199
562,3.7872,5787
563,3.4617,313
564,2.329,307
565,3.2244,831
566,2.7626,139
567,3.3154,363
568,3.5782,339
569,2.9383,1547
570,3.4539,206
571,3.5758,178
573,3.429,183
574,3.3041,1276
575,2.9883,2614
577,2.8158,589
580,3.0725,510
581,3.9786,1756
582,3.3235,119
583,3.5324,247
585,2.6617,8928
586,3.1419,29540
587,3.4342,28516
588,3.6988,43373
589,3.9464,57379
590,3.7257,41615
592,3.4069,44110
593,4.1513,74127
594,3.5823,17940
595,3.6809,35723
596,3.4826,12742
597,3.4265,34234
598,3.5479,146
599,3.9587,3219
600,2.9946,278
601,3.3714,105
602,3.9764,297
603,2.9279,569
605,3.2779,3255
606,2.5736,1407
608,4.1114,47823
609,3.0086,2317
610,3.3742,7289
611,2.512,1714
612,2.7106,1477
613,3.6044,2227
614,3.1389,144
615,3.8711,578
616,3.387,8197
617,3.5843,504
618,2.7653,343
619,2.5671,663
621,3.6037,299
626,2.8729,598
627,3.5281,1729
628,3.7605,10950
630,3.285,200
631,2.7239,2070
632,3.9058,361
633,3.355,307
634,2.2799,309
635,3.6358,1005
637,2.8339,5371
638,3.2687,534
639,2.9309,1057
640,2.9696,2861
641,2.5204,98
645,3.6113,274
647,3.5357,7345
648,3.4016,37035
649,3.7214,131
650,3.4546,1233
652,3.0068,73
653,3.219,13693
656,2.8708,1138
659,3.7126,454
660,3.0179,112
661,3.3033,9943
662,3.2455,2646
663,3.3606,3042
664,3.0349,301
665,3.946,1269
666,3.4255,161
667,2.505,998
668,4.0966,854
670,4.1115,740
671,3.6741,5883
673,2.7609,10707
674,2.9683,3142
678,4.0672,2479
679,3.3295,88
680,3.555,1181
681,3.5712,323
682,3.1694,62
685,3.5269,502
687,2.9734,94
688,2.5954,2700
690,3.2847,72
691,3.0554,1110
692,2.3399,843
694,3.0016,2535
695,3.1686,768
696,3.1798,114
697,2.7737,1045
698,2.7867,143
700,3.2535,1132
701,3.1471,102
702,3.7857,406
703,2.8463,335
704,2.8295,1695
705,3.5254,394
706,3.1292,236
707,3.0714,4201
708,3.391,13940
709,3.3077,2720
710,2.7393,1172
711,2.6262,1989
712,3.5,172
713,3.3976,127
714,3.89,3906
715,3.5654,558
716,2.9281,292
717,3.1824,85
718,3.4284,1033
719,2.9665,7148
720,4.1034,7719
722,3.5962,312
724,3.0856,8426
725,2.7868,1426
726,3.1181,491
728,3.8109,3207
729,3.4868,114
730,3.0484,62
731,2.9161,781
732,2.8082,219
733,3.6686,31979
734,2.5833,54
735,3.512,1127
736,3.189,31040
737,2.0991,4238
741,3.9678,8381
742,2.7386,1850
743,2.7319,5784
745,4.1044,12241
746,3.7524,311
747,2.2924,997
748,3.1646,4958
750,4.2158,26714
751,3.3864,154
753,3.256,461
754,2.9715,351
755,3.3659,138
756,3.2233,103
757,3.543,244
759,3.8471,340
760,3.6863,907
761,2.792,3536
762,2.4039,8959
763,3.0283,53
764,3.3614,541
765,3.0212,4775
766,3.4238,1648
767,3.5018,282
769,3.5669,127
771,3.3442,138
775,2.9218,147
778,4.0077,28702
779,2.8158,475
780,3.3739,48902
781,3.4151,1878
782,2.8749,2621
783,3.2644,10676
784,2.7059,14457
785,3.2797,10260
786,3.1348,15412
787,3.7531,81
788,2.8111,19138
790,3.4949,98
791,3.6176,102
793,3.2294,109
794,3.3535,99
795,3.2292,96
797,3.3462,104
798,2.8234,2959
799,3.3693,5867
800,4.0532,6537
801,2.9987,1540
802,3.4703,12436
803,3.5759,540
804,3.061,2081
805,3.6992,11232
806,3.1511,523
807,3.2117,196
808,3.2028,752
809,2.8339,1288
810,1.8094,1842
813,2.7556,450
816,3.2394,71
818,2.624,2669
819,3.4444,54
820,2.8387,62
823,3.3347,121
824,3.8221,357
827,3.1325,151
828,3.1184,1385
829,2.664,1726
830,3.0883,6098
831,3.4928,208
832,3.4461,13849
833,2.7182,1354
834,2.6346,182
835,3.1693,889
836,2.895,4620
837,3.4299,5800
838,3.7755,7420
839,2.7317,3722
840,2.6986,642
841,3.7341,615
842,2.7751,1901
843,3.3091,55
844,3.7452,155
845,3.3788,66
846,3.4868,378
847,2.8486,109
848,3.6519,1893
849,2.7584,7751
850,3.5061,247
851,3.4915,1528
852,3.1789,9849
853,3.2767,103
854,3.7275,211
856,3.3679,53
858,4.3243,52498
860,3.5107,327
861,3.4439,2371
862,3.5868,334
864,3.3232,82
865,3.2778,90
866,3.7172,5844
867,2.3185,314
868,3.1519,79
869,3.0728,529
870,2.1938,436
871,3.1442,52
872,3.6159,69
874,2.9632,68
875,3.4321,471
876,2.685,273
877,3.1895,153
879,2.827,2104
880,2.4715,5033
881,2.825,1040
882,2.9841,757
885,2.6706,589
886,3.0597,1633
889,3.3783,115
891,2.5737,1934
892,3.731,1266
893,3.6326,528
895,2.8396,53
896,3.6678,444
897,3.6392,808
898,4.1377,6499
899,4.051,10895
900,3.7944,2913
901,3.615,1569
902,3.8265,10145
903,4.1208,15945
904,4.2379,20162
905,4.1304,4313
906,4.0179,2118
907,3.9131,823
908,4.1966,16850
909,4.0334,5621
910,4.0601,11549
911,4.0473,4259
912,4.2066,26890
913,4.1541,12257
914,3.9047,9692
915,3.8938,5167
916,4.0515,6420
917,3.6296,1026
918,3.7219,1830
919,3.9387,24658
920,3.8098,14668
921,3.7861,2209
922,4.2065,7368
923,4.0927,19091
924,3.9813,28820
925,3.5058,86
926,4.1697,5068
927,3.9173,865
928,4.0702,4905
929,3.8115,960
930,4.1612,5062
931,3.8885,2287
932,3.8105,2074
933,3.9948,4827
934,3.4619,3592
935,3.7381,607
936,3.9857,1394
937,3.7048,503
938,3.5968,1616
939,3.3039,102
940,3.8764,3714
941,3.5881,897
942,4.0611,2782
943,3.8122,1616
944,3.8167,1012
945,4.0409,2029
946,3.9456,1424
947,4.022,1794
948,3.7397,1648
949,3.9023,2114
950,4.1533,3318
951,4.0992,4145
952,3.4804,2296
953,4.0329,15384
954,4.0106,5714
955,4.0184,4452
956,3.4814,349
957,3.2823,209
958,3.0815,92
959,3.7218,372
960,3.4936,157
961,3.3553,235
962,3.3827,98
963,3.5716,510
964,3.3762,315
965,3.9798,3630
966,3.5,117
967,2.8133,158
968,3.6531,8005
969,4.0659,10279
970,3.5,375
971,3.9281,2892
972,3.1835,109
973,3.8185,909
974,3.3504,127
976,3.5271,406
980,3.0591,110
981,2.5947,190
982,3.6375,549
984,2.7209,206
985,3.3868,53
986,3.5166,2628
987,3.1855,256
988,3.3397,496
989,3.4357,70
990,2.7368,874
991,3.5439,2358
992,2.6987,239
993,3.4823,226
994,4.0039,4844
996,3.0,3087
997,3.5314,191
998,3.1759,776
999,3.278,2881
1000,3.1169,201
1002,3.5194,129
1003,3.1321,1506
1004,2.6677,1473
1005,2.4825,1943
1006,3.232,1403
1007,2.9657,1692
1008,3.3468,728
1009,3.1508,2411
1010,3.0851,2392
1011,2.751,1434
1012,3.5482,3204
1013,3.436,4261
1014,3.3913,1518
1015,3.2749,3601
1016,3.1315,1342
1017,3.5136,3083
1018,3.0811,1141
1019,3.5441,5689
1020,3.2587,6804
1021,2.8242,3395
1022,3.5569,9603
1023,3.736,3095
1024,3.1848,1082
1025,3.5539,5815
1026,3.3193,119
1027,3.2938,8068
1028,3.7265,15121
1029,3.4733,9088
1030,3.0973,3092
1031,3.3462,4121
1032,3.624,8408
1033,3.4518,4558
1034,3.5209,1456
1035,3.8015,15248
1036,3.9332,36716
1037,2.7363,6637
1038,3.2153,216
1039,3.049,51
1040,3.3415,142
1041,4.0441,5162
1042,3.4496,7785
1043,3.0126,1107
1044,3.309,466
1046,3.9492,1249
1047,3.4246,8165
1049,3.3937,4756
1050,3.7524,1589
1051,3.5683,1274
1053,3.0103,195
1054,3.509,726
1055,2.7267,300
1056,3.4501,682
1057,3.439,3107
1058,3.2561,123
1059,3.5504,10455
1060,3.836,9319
1061,3.6401,8381
1062,2.9444,72
1063,3.2897,145
1066,3.9678,1318
1067,3.4129,132
1068,3.646,322
1069,3.9299,756
1070,3.1452,62
1073,3.7134,28079
1075,3.4125,120
1076,3.8174,556
1077,3.8331,6751
1078,3.7171,3496
1079,3.8345,19715
1080,3.9881,22484
1081,3.5068,3589
1082,3.6374,1707
1083,3.4824,1450
1084,3.8729,9247
1085,3.673,1162
1086,4.0338,5999
1087,3.3914,244
1088,3.25,11935
1089,4.0923,34634
1090,3.9036,16796
1091,2.7972,4943
1092,3.3508,11109
1093,3.3601,7266
1094,3.6509,11377
1095,3.8585,6161
1096,3.9089,3552
1097,3.7331,34602
1098,2.9788,118
1099,3.8264,1967
1100,2.8476,5175
1101,3.4163,20453
1102,2.5405,74
1103,3.7896,5806
1104,4.0009,6223
1105,2.3265,873
1107,2.4605,76
1111,3.9348,1725
1112,3.4069,360
1113,3.1795,964
1114,3.1964,448
1116,3.3522,159
1117,3.6266,237
1119,3.1386,166
1120,3.5605,8668
1121,2.8,115
1123,3.6303,188
1124,3.6806,4327
1125,3.6314,4899
1126,2.6351,2901
1127,3.6683,17568
1128,3.0554,1833
1129,3.4029,9177
1130,3.2169,1939
1131,4.1077,3142
1132,4.0651,2879
1133,3.605,100
1134,3.1321,53
1135,3.0981,3704
1136,4.1477,37723
1137,3.1716,67
1142,3.0455,55
1143,3.2788,52
1144,3.7007,152
1145,3.451,51
1147,4.1323,3576
1148,4.1248,15270
1149,3.2315,54
1150,3.9044,1501
1151,3.6376,367
1152,3.45,170
1153,3.28,150
1154,3.3319,119
1161,3.8105,1438
1162,3.7829,753
1163,3.3226,217
1164,3.3673,196
1167,2.91,800
1168,2.5352,199
1169,3.8561,285
1170,2.0134,149
1171,3.7047,3026
1172,4.1311,9456
1173,3.4594,2931
1174,3.0909,99
1175,3.9556,7301
1176,3.8972,1780
1177,3.8499,1705
1178,4.1993,4254
1179,3.7102,6152
1180,3.7815,428
1181,3.0109,92
1183,3.6195,14748
1184,3.7314,970
1185,3.8884,5325
1186,3.5434,6613
1187,3.6668,1076
1188,3.8268,7084
1189,4.1092,2738
1190,3.4919,1481
1191,2.8847,1500
1192,3.9507,1126
1193,4.2187,36058
1194,3.4181,2514
1196,4.1441,57361
1197,4.1291,37863
1198,4.1239,54675
1199,4.0143,15455
1200,3.9993,31684
1201,4.1293,18162
1202,3.8562,1707
1203,4.243,16569
1204,4.136,13173
1206,3.9842,29856
1207,4.1464,15986
1208,4.1147,26370
1209,4.1075,5607
1210,3.9965,54917
1211,4.0119,3727
1212,4.2015,7194
1213,4.1805,32663
1214,4.0555,36357
1215,3.733,12457
1216,3.8102,1776
1217,4.142,5220
1218,4.0359,2731
1219,4.0672,22146
1220,3.8002,20460
1221,4.2618,34188
1222,4.0434,25946
1223,4.0483,7695
1224,4.1104,4325
1225,4.0696,21085
1226,3.8889,2161
1227,3.9663,4735
1228,4.0529,10712
1230,4.0425,16371
1231,3.9432,7377
1232,4.0799,2665
1233,4.1271,13573
1234,4.1424,15675
1235,3.9753,8207
1236,4.0215,905
1237,4.0933,5063
1238,3.9487,2944
1240,3.8968,38612
1241,3.7157,2821
1242,3.96,11608
1243,3.9331,4013
1244,4.0492,8527
1245,3.9668,6239
1246,3.9224,24954
1247,4.0315,18724
1248,4.1412,4823
1249,3.8671,8816
1250,4.0951,12634
1251,4.0282,3487
1252,4.1586,16929
1253,3.9118,6078
1254,4.1233,5360
1255,3.4339,2043
1256,4.0837,5556
1257,3.8281,5110
1258,4.0279,29931
1259,3.991,22694
1260,4.1607,4636
1261,3.7882,8193
1262,4.1037,11265
1263,3.9689,11333
1264,4.0054,2420
1265,3.8918,37616
1266,3.9948,14802
1267,4.0984,8851
1268,3.4966,2976
1269,4.0401,6729
1270,3.9539,49595
1271,3.7411,8580
1272,4.0291,7930
1273,4.008,2763
1274,3.907,9175
1275,3.618,11415
1276,4.0898,11533
1277,3.7955,3761
1278,3.985,15594
1279,3.8428,2577
1280,4.1207,3181
1281,4.0491,4439
1282,3.7175,12290
1283,4.0377,5045
1284,4.16,5720
1285,3.7498,10918
1286,3.562,2090
1287,3.8208,8891
1288,4.009,16558
1289,3.9546,2865
1290,3.5432,2316
1291,3.9852,37908
1292,3.9737,6281
1293,3.9857,9702
1295,3.6797,3217
1296,3.9344,6055
1297,3.657,4194
1298,3.6968,6342
1299,4.071,6803
1300,4.0235,3279
1301,3.8566,3748
1302,3.6371,12352
1303,4.0254,3460
1304,4.0396,15265
1305,3.8835,2540
1306,3.5741,1005
1307,3.8318,23074
1310,3.54,350
1311,2.5784,153
1312,3.5101,298
1313,2.6727,110
1315,3.3482,56
1317,3.1771,288
1318,3.3693,153
1320,3.1122,13783
1321,3.5829,7530
1322,1.6893,272
1323,1.5974,390
1324,1.7379,227
1325,1.6494,261
1326,2.0215,557
1327,2.9335,2955
1328,1.7829,251
1329,2.7872,343
1330,2.8367,891
1331,2.9218,390
1332,3.0007,690
1333,3.745,11707
1334,3.1172,2603
1335,1.9024,205
1336,2.309,432
1337,3.4758,641
1339,3.4491,9765
1340,3.7448,2265
1341,2.9007,403
1342,2.9841,3546
1343,3.5417,9123
1344,3.7932,4095
1345,3.4604,9196
1346,3.0127,1655
1347,3.3162,8027
1348,3.8758,3968
1349,3.1381,105
1350,3.5765,5739
1351,3.0307,374
1352,2.991,725
1353,3.1809,1979
1354,3.8384,3749
1355,3.0923,796
1356,3.6546,19202
1357,3.8607,7431
1358,3.999,12700
1359,2.551,3784
1360,3.2411,56
1361,4.0621,1627
1363,3.0834,1577
1364,3.4667,90
1365,3.8274,1031
1366,3.3886,1871
1367,3.0324,8825
1369,3.3737,95
1370,3.4475,16548
1371,3.0928,9369
1372,3.3192,10302
1373,2.8503,7079
1374,3.7021,15787
1375,3.2531,10358
1376,3.5013,12585
1377,3.1304,13401
1378,3.2948,6380
1379,2.9824,2809
1380,3.3127,16206
1381,1.9705,3458
1382,2.7547,964
1383,2.1923,130
1384,3.641,117
1385,3.136,6125
1387,3.7824,24188
1388,2.5882,4330
1389,1.8618,1900
1390,3.2395,1526
1391,2.9704,17814
1392,3.6213,1591
1393,3.597,22960
1394,3.8756,15470
1395,3.3678,2096
1396,3.65,11756
1397,3.5061,570
1398,3.1221,774
1399,3.4109,1353
1401,3.5272,1381
1404,3.2172,610
1405,2.962,8407
1406,3.6179,352
1407,3.2786,16657
1408,3.7139,11946
1409,3.0444,5748
1410,3.0187,697
1411,3.7876,5505
1412,3.7261,261
1413,3.5666,338
1414,3.4424,1501
1415,3.5321,249
1416,3.1506,4749
1417,3.1217,686
1419,3.8592,1367
1420,3.6688,80
1421,3.0872,172
1422,3.0573,2681
1423,3.8129,163
1425,3.2008,2034
1426,2.6358,232
1427,2.5819,720
1428,3.4175,297
1429,3.2939,3188
1430,3.2297,185
1431,2.5478,2916
1432,2.8585,1286
1433,2.2339,62
1434,3.0893,56
1436,3.0484,62
1437,3.6951,305
1438,2.8217,5840
1439,2.2894,311
1440,2.7842,679
1441,3.5323,5677
1442,3.3676,676
1444,3.3937,127
1445,2.3148,1185
1446,4.0078,2064
1447,3.2867,586
1449,3.9276,5681
1450,3.7153,274
1453,2.4305,1461
1454,3.1911,722
1455,3.0683,161
1456,2.1998,528
1457,3.1089,2685
1458,3.0238,210
1459,3.3454,3438
1460,2.5755,728
1461,2.7741,2474
1463,3.0562,329
1464,3.7231,4630
1465,3.5105,906
1466,3.8102,11158
1468,2.5521,1075
1471,3.3588,85
1472,3.0026,378
1473,2.8774,212
1474,2.5229,1766
1475,3.0852,728
1476,3.3526,5422
1477,3.311,328
1479,3.1572,7664
1480,3.2506,1764
1482,3.4124,468
1483,3.0841,2687
1484,3.6913,946
1485,3.2381,18777
1486,3.3415,82
1487,3.1149,1554
1488,3.0374,3301
1489,3.0211,427
1490,1.9624,306
1493,3.4112,197
1495,1.4231,689
1496,3.2123,318
1497,2.2853,736
1498,3.19,1134
1499,2.0795,5961
1500,3.7289,13905
1501,2.4746,177
1502,3.3201,239
1503,2.6127,1207
1504,3.4553,123
1507,3.3953,358
1508,3.2747,182
1509,3.4043,188
1511,3.451,143
1513,2.956,7811
1514,2.9348,115
1515,2.654,3577
1516,3.4872,430
1517,3.4114,23254
1518,3.3133,2911
1519,3.2925,106
1520,2.7519,133
1523,2.8206,326
1525,2.4347,314
1526,2.498,738
1527,3.7699,33153
1529,3.3736,261
1531,3.2714,70
1532,2.5246,61
1533,3.7588,311
1534,3.5813,123
1535,3.5022,693
1537,3.9454,3598
1538,2.4211,114
1539,3.104,274
1541,3.1156,2015
1542,3.5575,1973
1543,3.0615,65
1544,2.9984,15928
1545,3.8157,578
1546,3.6299,435
1547,3.2106,254
1549,2.9958,119
1550,2.761,638
1551,2.5736,292
1552,3.198,15116
1554,3.5207,1207
1555,3.3644,59
1556,1.9109,5175
1562,2.1601,9872
1563,3.3482,191
1564,3.5996,241
1565,2.818,228
1566,3.4191,6999
1567,2.7986,72
1569,3.2757,10220
1570,3.2003,297
1571,3.622,414
1572,3.7886,738
1573,3.328,20129
1574,2.9387,106
1575,3.4444,144
1580,3.5817,40308
1581,2.7695,590
1582,3.0377,451
1583,2.7029,244
1584,3.6845,21638
1585,3.3516,192
1586,2.9301,6625
1587,3.2435,7015
1588,2.6904,4204
1589,3.278,4815
1590,2.9764,7251
1591,2.6371,5351
1592,2.3309,1396
1593,2.9001,1522
1594,3.6587,2369
1595,1.712,882
1596,3.4121,455
1597,3.3279,10142
1598,2.8756,848
1599,1.6264,526
1600,2.8355,626
1601,2.8858,604
1602,1.9838,401
1603,2.7899,3030
1604,2.9177,741
1605,2.5811,851
1606,2.3307,815
1608,3.3048,14737
